																														Public/Private	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public
427	6.43	338.315	NAE 19:2	[M+H]+		0.611	TRUE	6.88	338.30536	C21H39NO2	NAE	OBSBCDBDDVFGCU-NQLNTKRDSA-N	CCCCCC\C=C/C\C=C/CCCCCCCC(=O)NCCO	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	93.9	25.9	75	100	44.38	160824_Liver_DHA_Pos_11	338.31238:731 339.31573:548 340.31909:51	83.08266:10 121.16591:10 159.1196:10 163.03749:10 163.04289:10 190.09485:10 212.15041:10 219.01749:10 238.92529:10 273.1586:10 338.25543:10 338.33328:10	2.847748392	3.084561225	2.122369489	3.248519308	1078.153846	2.722849494	2.194124456	2.635921086	3.211132586	2.546220454	2.53260928	2.588787315	1.344168479	2.405462988	3.597242947	3.591031811	2.826980155	1.33121525
1425	9.854	724.52753	PE 16:0p/20:4	[M+H]+	similar chromatogram in higher mz_1502	0.833	TRUE	9.83	724.52759	C41H74NO7P	EtherPE(Plasmalogen)	YATSYZSZUULQDZ-GKPKDRHFNA-N	CCCCCC\C=C/CCCCCCCCOCC(COP(O)(=O)OCCN)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE	PE 36:4p; PE 16:0p/20:4; [M+H]+	FALSE	null	null	100	100	76.4	99.9	100	347.38	160824_Liver_AA_Pos_19	724.52905:6273 725.5324:4356 726.53576:1250	79.05364:20 81.07224:31 91.0522:20 93.06923:31 97.10421:10 105.06485:31 107.08758:20 119.08176:51 129.05588:20 133.10054:31 145.10033:31 161.13034:31 171.11079:31 203.17711:51 213.1633:20 262.98645:31 266.28922:71 269.2189:31 269.22818:61 279.27005:61 285.22662:20 361.26761:382 364.25851:163 577.51385:10 583.50696:41 583.53418:31 724.51398:31	17.46390279	18.85577412	21.71879903	25.34754797	9.846153846	5.762309394	5.23838395	6.263899564	6.0907615	5.471877682	5.013602882	4.597686271	5.962687421	12.72657744	20.75577347	15.56990257	16.52610138	0.006354249
1495	10.594	752.55853	PE 16:0p/22:4	[M+H]+		0.389	TRUE	10.4	752.5589	C43H78NO7P	EtherPE(Plasmalogen)	OZSVECGNTALICE-GKPKDRHFNA-N	CCCCCC\C=C/CCCCCCCCOCC(COP(O)(=O)OCCN)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE	PE 38:4p; PE 16:0p/22:4; [M+H]+	FALSE	null	null	100	98.9	87.4	96.9	100	168.04	160824_Liver_AA_Pos_20	752.55853:2454 753.56188:1604 754.56524:590	81.06702:20 257.18396:10 266.28192:41 279.272:31 361.27246:31 364.258:82 388.05618:10 389.30234:392 611.53625:41 752.56696:31	5.655468192	6.536110909	6.560995402	9.302061123	29.53846154	0.353858689	0.430358816	0.373046375	0.380981832	0.419377487	0.337222431	0.377962948	0.377246194	3.020813985	2.842322177	4.297217983	3.165919804	0.006354249
1494	10.91	752.55817	PE 18:0p/20:4	[M+H]+		0.444	TRUE	11.02	752.5589	C43H78NO7P	EtherPE(Plasmalogen)	VLIJZYIABFUKFN-JZELYBSLNA-N	CCCCCCCC\C=C/CCCCCCCCOCC(COP(O)(=O)OCCN)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE	PE 38:4p; PE 18:0p/20:4; [M+H]+	FALSE	null	null	100	99.5	92.1	98.4	100	219.75	160824_Liver_AA_Pos_19	752.55518:2643 753.55853:1989 754.56189:598	79.05356:20 83.09176:10 201.17062:10 269.22302:20 294.30661:71 305.25003:10 361.25076:31 361.26419:256 392.2948:122 566.79761:10 611.54614:41 752.56232:51	7.107934239	8.083036946	9.150770895	10.44302298	9.846153846	1.594226516	1.696742545	1.701255445	1.251797449	1.592635931	1.414269584	1.599870561	1.508984777	3.985796231	4.506786044	6.378213405	4.864342664	0.028594122
1486	9.967	750.54285	PE 16:0p/22:5	[M+H]+	found in higher mz's MsMs_1814	0.5	TRUE	9.93	750.54321	C43H76NO7P	EtherPE(Plasmalogen)	CWZGHHQNICLNJN-MEQMIZENNA-N	CCCCCC\C=C/CCCCCCCCOCC(COP(O)(=O)OCCN)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE	PE 38:5p; PE 16:0p/22:5; [M+H]+	FALSE	null	null	100	99.9	91.5	99	100	262.62	160824_Liver_EPA_Pos_10	750.54285:5020 751.5462:2396 752.54956:0	79.05215:20 91.05059:10 93.07168:15 107.08435:10 119.08604:10 145.09824:15 264.02097:5 266.28625:51 279.25992:20 361.27209:25 364.26569:123 387.29184:352 390.28799:10 609.52411:41 750.55878:31	4.380271623	6.350293968	4.230889911	8.111821843	9.846153846	3.136305436	4.324753348	3.451703818	3.730653266	15.34222638	8.884778752	12.39511366	18.38617374	5.289920787	5.607333191	2.651954455	6.912879008	0.038125496
1481	9.708	748.52625	PE 16:0p/22:6	[M+H]+	similar chromatogram in higher mz_1735	0.889	TRUE	9.6	748.52759	C43H74NO7P	EtherPE(Plasmalogen)	KGCPGAKRLOCUEV-ZLXBYIIJNA-N	CCCCCC\C=C/CCCCCCCCOCC(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE	PE 38:6p; PE 16:0p/22:6; [M+H]+	FALSE	null	null	100	99.6	84.6	98.7	100	297.32	160824_Liver_DHA_Pos_12	748.52625:8323 749.5296:7229 750.53296:2016	77.0359:20 79.0513:41 81.0686:31 86.78203:10 91.05503:51 93.06936:41 97.0668:31 105.06495:31 109.10021:31 119.09568:10 131.08014:31 133.09731:20 155.08632:10 159.10754:20 159.12712:10 169.10129:41 173.13016:20 185.13646:20 266.28418:112 279.26724:61 344.97842:10 354.28827:41 359.05515:10 363.13031:21 364.26041:300 384.07773:63 385.27316:861 605.54187:10 607.50159:92 748.48761:20 748.51849:51	3.522516083	3.609494084	4.532107114	4.760957119	19.69230769	24.51681993	29.35964284	22.10402255	27.73745651	6.470395507	4.012258724	6.684248847	6.3435962	5.615077848	6.607830598	8.192510858	8.272362218	0.019062748
1632	11.883	780.5885	PE 18:0p/22:4	[M+H]+		0.111	TRUE	11.91	780.59015	C45H82NO7P	EtherPE(Plasmalogen)	AXKTVZFNYZPELI-GAXXYEEVNA-N	CCCCCCCC\C=C/CCCCCCCCOCC(COP(O)(=O)OCCN)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE	PE 40:4p; PE 18:0p/22:4; [M+H]+	FALSE	null	null	100	100	89.6	97.1	100	91.62	160824_Liver_AA_Pos_20	780.5885:664 781.59185:130 782.59521:131	83.08526:5 293.28613:5 294.31149:20 307.31189:5 388.08383:5 389.31055:97 391.21979:5 392.28934:25 392.29773:20 639.55981:10 780.60553:20	1.29807005	1.988241272	1.800378685	2.516939114	19.69230769	0.055872425	0.024692719	0.094286446	0.039582528	0.074888837	0.144523899	0.010355149	0.054938766	0.402075936	0.886804519	1.1156239	0.443228773	0
1618	11.067	778.57501	PE 18:0p/22:5	[M+H]+		0.111	TRUE	11.17	778.57452	C45H80NO7P	EtherPE(Plasmalogen)	NKXPONDLZHZZND-PKBJNFAXNA-N	CCCCCCCC\C=C/CCCCCCCCOCC(COP(O)(=O)OCCN)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE	PE 40:5p; PE 18:0p/22:5; [M+H]+	FALSE	null	null	100	99.7	81.9	99.2	100	120.38	160824_Liver_EPA_Pos_10	778.57501:905 779.57836:689 780.58172:132	77.04163:3 87.10651:3 93.08115:3 95.08324:10 109.09827:7 119.08905:3 129.06827:7 133.1001:7 139.10762:3 163.14372:7 187.15141:7 197.13651:3 294.29666:10 294.31116:17 307.29669:10 347.33017:3 387.28336:167 389.82532:3 392.29172:65 462.92026:3 510.2879:7 615.50891:7 617.49518:14 637.54126:20 778.5603:17	0.245889921	0.246207447	0.169651068	0.250177683	0	0.387382144	0.35980819	0.46323341	0.534364128	2.581168578	2.794128717	2.438637651	3.314638892	0.468505873	0.645775599	1.063035568	0.696502357	0.006354249
1606	10.714	776.55371	PE 18:0p/22:6	[M+H]+	similar chromatogram in higher mz_1251	0.611	TRUE	10.37	776.5589	C45H78NO7P	EtherPE(Plasmalogen)	IVBLZGVNSKPGOR-XAJDCCMMNA-N	CCCCCCCC\C=C/CCCCCCCCOCC(COP(O)(=O)OCCN)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE	PE 40:6p; PE 18:0p/22:6; [M+H]+	FALSE	null	null	100	96.4	86.6	97.7	100	167.6	160824_Liver_AA_Pos_19	776.55829:767 777.56164:495 778.565:588	157.09579:10 294.34332:10 385.27658:92 391.00259:10 392.30093:61 616.87598:10 635.55261:20 776.55524:20	2.470335954	2.113667707	2.655558561	2.46008055	39.38461538	8.570829938	8.653034228	8.567768383	8.995129494	2.321553943	2.333028657	2.293665561	3.241387204	2.020868615	2.746820152	3.433266815	2.275737648	0.015885624
1423	8.11	724.51556	PG 17:0-14:1	[M+NH4]+	adduct linked to 1439_[M+H]+; adduct linked to 1489_[M+H]+	0.944	TRUE	8.14	724.51233	C37H71O10P	PG	CCMFBKQDCGRHJC-BENRWUELNA-N	CCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCC\C=C/CCCC	Class resolved	TRUE	TRUE	TRUE	IS (Yes)	TRUE	null	null	100	100	71.4	72.8	100	430.27	160824_Liver_DHA_Pos_15	724.51312:3555 725.51647:3704 726.51983:1177	71.0862:12 79.0537:6 81.07103:14 83.08547:16 85.09861:12 93.06927:6 95.08363:33 97.09731:16 99.11663:10 105.06489:2 109.09132:4 109.1031:16 111.11359:10 113.12891:4 121.10104:14 123.11221:6 128.95335:4 135.11185:12 137.12996:8 149.12517:8 155.01082:4 191.17459:18 209.18985:41 235.24588:4 253.25111:31 283.22614:31 327.29504:29 461.91705:2 533.79761:6 535.47443:1065 666.47723:12 671.45471:6 724.53247:6	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64
1227	8.016	647.50964	SM d18:1/12:0	[M+H]+	adduct linked to 1282_[M+H]+	0.944	TRUE	7.99	647.51227	C35H71N2O6P	SM	HZCLJRFPXMKWHR-BYCLXTJYNA-N	CCCCCCCCCCCCC\C=C\C(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCC	Chain resolved	TRUE	TRUE	TRUE	IS (Yes)	TRUE	null	null	100	100	74.5	75.4	100	666.71	160824_Liver_EPA_Pos_06	647.51202:6014 648.51537:6411 649.51873:1383	71.07217:17 86.09611:116 98.98203:24 104.107:20 124.99809:54 173.84387:3 183.49883:24 184.07072:2384 264.26434:17 629.508:17 647.50787:68	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64
320	6.142	288.28891	Sphinganine 17:0	[M+H]+	similar chromatogram in higher mz_367	0.944	TRUE	6.03	288.2897	C17H37NO2	Sphinganine	KFQUQCFJDMSIJF-UHFFFAOYNA-N	CCCCCCCCCCCCCCC(O)C(N)CO	Chain resolved	TRUE	TRUE	TRUE	IS (Yes)	TRUE	null	null	100	99.6	92.6	92.6	100	413.75	160824_Liver_DHA_Pos_14	288.28983:12682 289.29318:4412 290.29654:548	77.04306:10 79.05856:10 81.07087:31 93.07589:10 95.08344:41 240.26846:92 252.27473:20 270.27948:20	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64
315	5.957	286.27563	Sphingosine 17:1	[M+H]+	adduct linked to 246_[M+H]+; adduct linked to 361_[M+H]+	0.944	TRUE	5.92	286.27405	C17H35NO2	Sphingosine	RBEJCQPPFCKTRZ-BUHFOSPRNA-N	CCCCCCCCCCCC\C=C\C(O)C(N)CO	Chain resolved	TRUE	TRUE	TRUE	IS (Yes)	TRUE	null	null	100	100	88.4	92.4	100	596.02	160824_Liver_AA_Pos_19	286.2735:13390 287.27685:5642 288.28021:642	71.0825:20 73.78899:10 77.04554:10 79.0523:71 81.0696:51 82.06478:51 83.08403:20 86.06039:20 91.05611:31 93.06774:41 95.08345:31 105.07336:10 109.10142:20 114.09416:10 234.99661:10 238.24989:61 250.24419:20 250.24864:41 268.2677:82	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64
335	6.339	300.29126	Sphingosine 18:1	[M+H]+		0.722	TRUE	6.3	300.2897	C18H37NO2	Sphingosine	WWUZIQQURGPMPG-CCEZHUSRNA-N	CCCCCCCCCCCCC\C=C\C(O)C(N)CO	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.9	64.9	90.1	100	25.73	160824_Liver_EPA_Pos_10	300.2887:881 301.29205:481 302.29541:37	79.05492:10 80.05536:10 81.06971:10 98.9719:10 98.9733:10 98.97611:10 105.06766:10 133.08406:10 143.08975:10 151.06599:10 156.97353:10 157.00359:10 192.17813:10 206.92831:10 220.00833:10 252.24997:10 252.25221:10 252.25446:10 252.26118:10 252.27014:10 252.27911:10 259.99228:10 264.26843:10 264.27762:10 282.26917:10 282.27155:10 282.28339:10 282.28577:10 282.29288:10	3.067047703	3.905523956	3.527408514	3.353336319	22.58823529	4.510742	3.591752577	2.856339279	4.498319242	4.060697489	3.267104427	3.231696813	3.812305612	3.222222222	3.294910684	4.312643678	3.239495798	0.309905921
1728	14.111	794.72327	TAG 14:0-16:0-16:1	[M+NH4]+	adduct linked to 1750_[M+CH3OH+H]+; adduct linked to 1749_[M+H]+	0.389	TRUE	14.04	794.72321	C49H92O6	TAG	JYICXCHHKWVGEI-QOCHGBHMNA-N	CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.9	75.9	93.8	100	32.71	160824_Liver_normal_Pos_01	794.72327:1186 795.72662:1140 796.72998:184	85.09956:20 107.08426:20 127.14556:10 190.37486:10 237.21397:10 495.44894:71 521.43866:163 523.47681:102 546.94385:10 549.4743:153 577.49786:31 794.75153:20	0.304729478	0.286991337	0.042954202	0.776099046	0.67844523	0.314370606	0.296667502	0.287939855	0.209461346	0.216910663	0.236958123	0.471355104	0.592936468	0.838458819	0.152442733	0.24563038	0.336486019	0.006542601
1712	13.898	792.71539	TAG 12:0-16:0-18:2	[M+NH4]+	adduct linked to 1742_[M+2Na-H]+	0.167	TRUE	13.83	792.70758	C49H90O6	TAG	JORMHQSOEAESEA-FRIQFDFRNA-N	CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCC)COC(=O)CCCCCCC\C=C/C\C=C/CCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.8	56.8	88.1	100	28.58	160824_Liver_DHA_Pos_15	792.70935:631 793.7127:764 794.71606:128	495.4379:41 517.83167:10 519.42212:41 519.45105:61 521.44019:31 547.46362:41 549.48248:20 573.6745:10 575.48724:41 577.53339:10 792.73822:20	0.205139118	0.200334862	0.0816834	0.508670234	1.130742049	0.140415081	0.192432974	0.216586338	0.524484561	0.038370478	0.141400079	0.286244383	0.227953977	0.481442206	0.201094669	0.184060759	0.229912155	0.001090434
1929	14.743	824.77454	TAG 16:0-16:0-16:0	[M+NH4]+	adduct linked to 1951_[M+Na]+	0.889	TRUE	14.97	824.77014	C51H98O6	TAG	PVNIQBQSYATKKL-UHFFFAOYSA-N	CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	98.4	64.9	72.9	100	47.13	160824_Liver_EPA_Pos_06	824.76587:1074 825.76922:1054 826.77258:279	95.08504:10 111.11359:10 221.23471:10 239.24426:51 262.98386:10 268.99176:51 335.15961:10 514.92651:10 537.48987:10 551.49805:500 824.76691:31	1.767090493	1.563543714	0.615442168	2.571125673	3.957597173	0.697527547	0.764004725	0.882762975	1.402227345	0.841018237	0.619190299	1.310222711	1.091105553	1.095793567	0.831948105	1.064182278	0.716679296	0.037619958
1915	14.424	822.75439	TAG 14:0-16:0-18:1	[M+NH4]+	adduct linked to 1940_[M+Na]+; similar chromatogram in higher mz_2401; similar chromatogram in higher mz_2861	0.778	TRUE	14.39	822.75452	C51H96O6	TAG	GPXZOHHIWJNYTJ-IZHYLOQSNA-N	CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.9	72.9	90.5	100	139.4	160824_Liver_normal_Pos_05	822.75244:7917 823.75579:8211 824.75915:2834	73.06264:10 81.06858:82 85.10001:31 95.08369:41 97.10153:31 107.08327:10 119.08332:10 123.11063:31 123.13098:10 135.11343:31 219.21613:20 228.98827:10 237.22313:41 239.22874:61 257.92642:10 265.24207:31 521.45819:10 523.47375:390 524.48462:10 548.06317:10 549.48108:1063 550.47699:31 551.49371:345 576.88104:21 577.51154:346 805.71106:10 822.74042:71	2.819173272	3.606027517	1.242855178	5.516016838	0.67844523	1.89816176	2.735869993	2.102087228	4.034624501	1.317125395	1.576062064	3.951436654	2.416568284	6.981972428	3.081289276	3.095979747	4.740142011	0.021808672
1905	14.163	820.74255	TAG 14:0-16:0-18:2	[M+NH4]+	adduct linked to 1933_[M+NH4]+	0.889	TRUE	14.1	820.73889	C51H94O6	TAG	YUIIXXZIUIOJQY-IZGAEGEENA-N	CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/C\C=C/CCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.9	55.7	95.6	100	145.62	160824_Liver_AA_Pos_17	820.73883:3036 821.74218:3451 822.74554:1088	71.08745:20 79.05375:10 81.06726:31 93.06931:10 95.07816:31 104.99261:20 113.13642:10 127.11265:10 184.97525:10 211.20659:41 219.21423:20 235.21538:10 237.21468:41 239.23772:61 263.24475:31 265.26074:10 285.24771:31 302.93259:10 313.25919:20 491.42587:10 519.46667:10 521.45911:92 521.4881:41 523.46826:241 526.94415:10 547.46979:406 549.45892:41 549.47211:337 561.51624:10 573.68085:10 575.50372:260 577.49902:31 803.70355:20 820.72803:41	2.92557323	2.82891461	1.190042635	6.110391261	1.469964664	2.487677706	2.019973512	2.287101214	4.164291048	1.29676555	2.590397789	3.901772802	3.820150075	8.149169318	2.78207987	3.275503797	4.841926038	0.004906951
1888	13.932	818.7099	TAG 14:0-16:1-18:2	[M+NH4]+	adduct linked to 1922_[M+Na]+	0.167	TRUE	13.94	818.72321	C51H92O6	TAG	IWSNEFQVYNGXGZ-XFYMDHNZNA-N	CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	100	63.4	92.9	100	34.16	160824_Liver_normal_Pos_02	818.70801:575 819.71136:839 820.71472:248	71.08607:10 81.06703:31 91.04933:10 95.08475:31 226.9852:10 250.91808:10 265.24603:10 311.26105:10 319.2597:10 519.42938:31 521.44751:173 543.88519:10 545.4361:41 545.4624:51 547.47101:204 549.47998:20 573.48608:133 575.50159:71 596.91559:10 601.52979:20 818.72528:41	0.537106985	0.583300575	0.327437766	1.196684418	0	0.457059615	0.519454487	0.628289814	0.603448164	0.235704366	0.379649526	0.72328628	0.688984492	1.565924355	0.466247719	0.751797468	1.116630649	0.005997385
1876	13.75	816.69818	TAG 14:1-16:1-18:2	[M+NH4]+		0.056	TRUE	13.72	816.70758	C51H90O6	TAG	XPYGWWVHYLRURU-VTDYFPGANA-N	CCCCCC\C=C/CCCCCCCC(=O)OC(COC(=O)CCCCCCC\C=C/CCCC)COC(=O)CCCCCCC\C=C/C\C=C/CCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	100	42.7	88.5	100	31.53	160824_Liver_AA_Pos_20	816.69818:581 817.70153:411 818.70489:108	517.43646:10 519.42822:20 519.46039:31 521.44952:41 536.95044:10 545.43494:20 545.4679:20 547.48969:20 571.46967:31 573.50525:31 575.53094:10 599.5061:31 749.86725:10 816.7196:20	0.105548758	0.102496906	0.029575024	0.461056795	0	0.092094102	0.105952679	0.100400081	0.143796877	0.031322839	0.11815623	0.1860137	0.134467234	0.205726405	0.095682141	0.144526582	0.170039198	0.006542601
1996	14.58	836.76447	TAG 15:0-16:0-18:1	[M+NH4]+	similar chromatogram in higher mz_2380	0.278	TRUE	14.52	836.77014	C52H98O6	TAG	IVRUJYRTYXTTIH-QPLCGJKRNA-N	CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.9	65.2	92.8	100	18.53	160824_Liver_AA_Pos_20	836.7572:723 837.76055:872 838.76391:436	83.08802:7 95.08221:7 107.08755:3 111.11797:3 121.10405:3 220.89265:3 225.2271:14 226.98796:14 237.21889:3 239.24413:10 262.97455:14 265.26978:3 268.99857:7 295.24408:3 344.98105:37 424.86246:3 426.98807:14 508.9726:10 523.46478:7 532.97864:3 537.47986:105 549.45203:7 549.47186:24 551.5011:37 563.50366:190 565.51166:17 577.51575:116 590.99304:7 591.52484:14 651.51404:7 806.46143:3 836.74664:10 836.7915:14	0.29877108	0.368057072	0.214066841	0.573741933	0	0.22113954	0.545799477	0.349821666	0.38567486	0.215344521	0.451318059	0.47496702	0.376508254	0.711912337	0.378674235	0.171746835	0.299364785	0.003816518
1979	14.308	834.74805	TAG 15:0-16:0-18:2	[M+NH4]+		0.5	TRUE	14.33	834.75452	C52H96O6	TAG	DDWAXVHDVUVXSQ-DHSNEXAONA-N	CCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCC)COC(=O)CCCCCCC\C=C/C\C=C/CCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	100	57.5	90.3	100	21.9	160824_Liver_DHA_Pos_15	834.74805:836 835.7514:1230 836.75476:0	85.09774:10 93.06563:20 226.99084:20 406.9502:10 525.99976:10 535.46472:31 537.48102:61 538.50861:10 549.48633:41 551.50562:10 561.48376:92 563.49817:41 564.8454:10 575.50806:173 577.51355:20 584.92529:10 589.56146:20 834.72913:20	0.521785391	0.706296862	0.308425251	0.80149288	0.791519435	0.454217205	0.33561227	0.378236783	0.694879704	0.157397268	0.531380204	0.602287077	0.48152076	1.325556734	0.522197446	0.407007595	0.80948238	0
2086	15.133	852.79999	TAG 16:0-16:0-18:0	[M+NH4]+	adduct linked to 2106_[M+Na]+	0.167	TRUE	15.06	852.80145	C53H102O6	TAG	DQKMNCLZNGAXNX-UHFFFAOYNA-N	CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.8	77.2	84.6	100	24.2	160824_Liver_AA_Pos_20	852.79999:1051 853.80334:981 854.8067:463	224.90758:10 326.94507:10 538.96625:10 549.7832:21 551.50153:310 553.50458:21 575.44977:10 579.17877:21 579.53534:388 852.79749:41	0.520082992	0.49291694	0.280258561	0.834028729	5.540636042	0.277419269	0.332748685	0.319512207	0.332478327	0.250582715	0.222107886	0.457810417	0.378429215	0.217037823	0.300831137	0.313681013	0.228714696	0.043072126
2079	14.773	850.78619	TAG 16:0-16:0-18:1	[M+NH4]+	adduct linked to 2096_[M+Na]+	0.889	TRUE	14.78	850.78583	C53H100O6	TAG	YHMDGPZOSGBQRH-QPLCGJKRNA-N	CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	100	82.8	87	100	565.39	160824_Liver_normal_Pos_05	850.78601:29248 851.78936:28158 852.79272:11174	71.08487:102 79.04977:20 81.06831:143 83.08787:143 85.10103:184 95.07792:31 95.08479:230 95.60693:10 97.09848:173 105.06899:10 109.10432:153 111.11333:71 121.10075:82 123.11662:133 135.11646:102 137.13129:41 143.15044:10 149.12825:41 151.15092:51 165.16664:51 177.17421:10 221.22383:71 239.2373:535 247.2356:102 256.26355:51 265.24881:383 313.27368:133 339.29678:82 518.97418:10 549.48798:143 551.37476:29 551.50397:5138 552.50836:61 575.71625:61 577.51868:12122 578.50916:312 579.53784:133 605.53467:31 833.745:41 850.72089:21 850.80322:402	11.33542587	13.96939652	6.16075918	24.3122152	0.791519435	9.617011827	11.54483302	10.11578174	13.06556706	4.899675148	9.949658505	11.92654829	11.74475238	21.44644751	15.62862356	12.52650127	17.51164248	0.085599036
2077	14.477	848.76404	TAG 16:0-16:1-18:1	[M+NH4]+	adduct linked to 2088_[M+NH4]+; adduct linked to 2287_[M+H]+	0.889	TRUE	14.34	848.77014	C53H98O6	TAG	TWJCMQZMAPGUSG-BIDHIOHYNA-N	CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.6	84.9	94.6	100	1354.08	160824_Liver_normal_Pos_05	848.76929:71764 849.77264:73422 850.776:25750	71.08514:224 74.30766:10 79.0538:102 81.06985:471 83.08428:295 85.06487:41 85.0987:175 91.04963:20 93.0707:133 95.08507:744 97.10014:291 99.11668:61 107.07889:20 107.08472:82 109.10165:373 111.11806:153 113.0929:41 121.10102:273 123.11689:239 125.13046:61 135.09866:21 135.11343:249 137.13484:153 139.11469:41 149.13194:122 151.14943:102 153.12984:51 161.13199:51 161.32188:10 163.1441:122 165.15962:92 167.1474:41 175.14268:31 177.1613:82 179.17636:41 191.18408:41 209.19563:20 211.20026:71 219.21194:235 221.22821:82 237.22096:407 239.23529:585 245.2211:82 245.25203:10 247.23798:214 256.27045:61 263.23529:224 265.25354:680 285.24496:41 293.24963:41 311.2518:112 313.27374:311 319.25537:62 321.2728:41 337.26755:41 338.23471:10 339.28122:153 501.45294:31 523.48022:92 547.48529:51 549.48438:13234 550.48364:184 551.50366:2405 552.49481:54 573.70007:71 575.49927:19110 576.47107:62 576.50494:259 577.51831:9721 578.51898:184 603.52917:1391 813.72046:41 822.77686:31 831.74097:153 848.6637:22 848.77057:1321	28.62584455	29.13334789	12.5806519	49.01644772	3.053003534	17.67297178	24.02605863	22.35259411	28.75438813	10.38821968	21.64777095	33.31631782	27.82383192	68.02969247	30.60125684	31.89371139	42.96722891	0.112859875
